date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2017-01-15,Wheat - Wholesale,MT,cereals and tubers,2.32,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2017-02-15,Wheat - Wholesale,MT,cereals and tubers,2.3425,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2017-03-15,Wheat - Wholesale,MT,cereals and tubers,2.38,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2017-04-15,Wheat - Wholesale,MT,cereals and tubers,2.38,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2017-05-15,Wheat - Wholesale,MT,cereals and tubers,2.38,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2017-06-15,Wheat - Wholesale,MT,cereals and tubers,2.35,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2017-07-15,Wheat - Wholesale,MT,cereals and tubers,2.395,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2017-08-15,Wheat - Wholesale,MT,cereals and tubers,2.44,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2017-09-15,Wheat - Wholesale,MT,cereals and tubers,2.47,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2017-10-15,Wheat - Wholesale,MT,cereals and tubers,2.485,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2017-11-15,Wheat - Wholesale,MT,cereals and tubers,2.56,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2017-12-15,Wheat - Wholesale,MT,cereals and tubers,2.5825,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2018-01-15,Wheat - Wholesale,MT,cereals and tubers,2.55,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2018-02-15,Wheat - Wholesale,MT,cereals and tubers,2.54,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2018-03-15,Wheat - Wholesale,MT,cereals and tubers,2.52,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2018-04-15,Wheat - Wholesale,MT,cereals and tubers,2.4675,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2018-05-15,Wheat - Wholesale,MT,cereals and tubers,2.41,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2018-06-15,Wheat - Wholesale,MT,cereals and tubers,2.3875,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2018-07-15,Wheat - Wholesale,MT,cereals and tubers,2.386,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2018-08-15,Wheat - Wholesale,MT,cereals and tubers,2.4225,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2018-09-15,Wheat - Wholesale,MT,cereals and tubers,2.4175,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2018-10-15,Wheat - Wholesale,MT,cereals and tubers,2.4675,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2018-11-15,Wheat - Wholesale,MT,cereals and tubers,2.495,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2018-12-15,Wheat - Wholesale,MT,cereals and tubers,2.4725,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2019-01-15,Wheat - Wholesale,MT,cereals and tubers,2.4767,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2019-02-15,Wheat - Wholesale,MT,cereals and tubers,2.47,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2019-03-15,Wheat - Wholesale,MT,cereals and tubers,2.41,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2019-04-15,Wheat - Wholesale,MT,cereals and tubers,2.3875,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2019-05-15,Wheat - Wholesale,MT,cereals and tubers,2.436,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2019-06-15,Wheat - Wholesale,MT,cereals and tubers,2.2775,CNY,China,Henan Sheng,909,Zhengzhou,2615,84,14,18,1,2615_84_14_18,
2014-01-15,Rice (Indica) - Wholesale,MT,cereals and tubers,3.92,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2014-02-15,Rice (Indica) - Wholesale,MT,cereals and tubers,3.94,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2014-03-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.016,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2014-04-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.0,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2014-05-15,Rice (Indica) - Wholesale,MT,cereals and tubers,3.94,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2014-06-15,Rice (Indica) - Wholesale,MT,cereals and tubers,3.912,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2014-07-15,Rice (Indica) - Wholesale,MT,cereals and tubers,3.91,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2014-08-15,Rice (Indica) - Wholesale,MT,cereals and tubers,3.84,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2014-09-15,Rice (Indica) - Wholesale,MT,cereals and tubers,3.855,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2014-10-15,Rice (Indica) - Wholesale,MT,cereals and tubers,3.855,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2014-11-15,Rice (Indica) - Wholesale,MT,cereals and tubers,3.836,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2014-12-15,Rice (Indica) - Wholesale,MT,cereals and tubers,3.825,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2015-01-15,Rice (Indica) - Wholesale,MT,cereals and tubers,3.84,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2015-02-15,Rice (Indica) - Wholesale,MT,cereals and tubers,3.84,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2015-03-15,Rice (Indica) - Wholesale,MT,cereals and tubers,3.84,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2015-04-15,Rice (Indica) - Wholesale,MT,cereals and tubers,3.84,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2015-05-15,Rice (Indica) - Wholesale,MT,cereals and tubers,3.84,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2015-06-15,Rice (Indica) - Wholesale,MT,cereals and tubers,3.84,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2015-07-15,Rice (Indica) - Wholesale,MT,cereals and tubers,3.84,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2015-08-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.012,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2015-09-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.16,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2015-10-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.14,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2015-11-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.1,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2015-12-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.0775,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2016-01-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.005,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2016-02-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.0333,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2016-03-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.06,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2016-04-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.045,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2016-05-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.056,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2016-06-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.11,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2016-07-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.115,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2016-08-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.112,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2016-09-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.16,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2016-10-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.205,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2016-11-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.235,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2016-12-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.24,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2017-01-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.24,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2017-02-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.27,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2017-03-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.28,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2017-04-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.25,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2017-05-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.192,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2017-06-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.195,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2017-07-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.2,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2017-08-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.188,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2017-09-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.19,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2017-10-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.195,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2017-11-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.22,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2017-12-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.235,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2018-01-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.228,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2018-02-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.2067,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2018-03-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.21,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2018-04-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.19,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2018-05-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.088,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2018-06-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.04,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2018-07-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.04,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2018-08-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.04,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2018-09-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.03,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2018-10-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.0585,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2018-11-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.0525,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2018-12-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.0375,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2019-01-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.06,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2019-02-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.06,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2019-03-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.06,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2019-04-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.07,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2019-05-15,Rice (Indica) - Wholesale,MT,cereals and tubers,4.016,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2019-06-15,Rice (Indica) - Wholesale,MT,cereals and tubers,3.945,CNY,China,Hubei Sheng,911,Hubei,2585,583,14,18,1,2585_583_14_18,
2014-01-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.4,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2014-02-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.4,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2014-03-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.4,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2014-04-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.4,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2014-05-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.4,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2014-06-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.4,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2014-07-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.55,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2014-08-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.6,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2014-09-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.625,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2014-10-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.6,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2014-11-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.6,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2014-12-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.6,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2015-01-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.6,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2015-02-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.64,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2015-03-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.64,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2015-04-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.64,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2015-05-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.64,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2015-06-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.64,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2015-07-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.64,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2015-08-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.856,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2015-09-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.72,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2015-10-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.72,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2015-11-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.72,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2015-12-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.78,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2016-01-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.78,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2016-02-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.76,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2016-03-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.775,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2016-04-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.76,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2016-05-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.792,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2016-06-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.84,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2016-07-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.84,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2016-08-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.824,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2016-09-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.835,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2016-10-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.8,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2016-11-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.82,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2016-12-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.82,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2017-01-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.8,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2017-02-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.795,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2017-03-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.8,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2017-04-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.8,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2017-05-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.808,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2017-06-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.82,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2017-07-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.81,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2017-08-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.764,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2017-09-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.76,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2017-10-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.76,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2017-11-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.76,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2017-12-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.76,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2018-01-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.76,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2018-02-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.82,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2018-03-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.815,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2018-04-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.8,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2018-05-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.8,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2018-06-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.84,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2018-07-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.88,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2018-08-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.89,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2018-09-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.88,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2018-10-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.82,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2018-11-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.8,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2018-12-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.8125,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2019-01-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.85,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2019-02-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.9,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2019-03-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.9,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2019-04-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.9,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2019-05-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.8,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2019-06-15,Rice (Japonica) - Wholesale,MT,cereals and tubers,4.7875,CNY,China,Hubei Sheng,911,Wuhan,2612,584,14,18,1,2612_584_14_18,
2014-01-15,Wheat flour (first grade) - Wholesale,MT,cereals and tubers,3.16,CNY,China,Jiangxi Sheng,914,Jiujiang,2587,177,14,18,1,2587_177_14_18,
2014-02-15,Wheat flour (first grade) - Wholesale,MT,cereals and tubers,3.16,CNY,China,Jiangxi Sheng,914,Jiujiang,2587,177,14,18,1,2587_177_14_18,
2014-03-15,Wheat flour (first grade) - Wholesale,MT,cereals and tubers,3.16,CNY,China,Jiangxi Sheng,914,Jiujiang,2587,177,14,18,1,2587_177_14_18,
2014-04-15,Wheat flour (first grade) - Wholesale,MT,cereals and tubers,3.145,CNY,China,Jiangxi Sheng,914,Jiujiang,2587,177,14,18,1,2587_177_14_18,
2014-05-15,Wheat flour (first grade) - Wholesale,MT,cereals and tubers,3.15,CNY,China,Jiangxi Sheng,914,Jiujiang,2587,177,14,18,1,2587_177_14_18,
2014-06-15,Wheat flour (first grade) - Wholesale,MT,cereals and tubers,3.152,CNY,China,Jiangxi Sheng,914,Jiujiang,2587,177,14,18,1,2587_177_14_18,
2014-07-15,Wheat flour (first grade) - Wholesale,MT,cereals and tubers,3.14,CNY,China,Jiangxi Sheng,914,Jiujiang,2587,177,14,18,1,2587_177_14_18,
2014-08-15,Wheat flour (first grade) - Wholesale,MT,cereals and tubers,3.14,CNY,China,Jiangxi Sheng,914,Jiujiang,2587,177,14,18,1,2587_177_14_18,
2014-09-15,Wheat flour (first grade) - Wholesale,MT,cereals and tubers,3.17,CNY,China,Jiangxi Sheng,914,Jiujiang,2587,177,14,18,1,2587_177_14_18,
