S.N.,Product Code,Products
5895,91022100,Wrist watches with automatic winding
5896,91022900,"Wrist watches, whether or not incorporating stop watch facility"
5897,91029100,Electrically operated wrist watches:  stop watch facilities
5898,91029900,Electrically operated wrist watches
5899,91031000,Electrically operated clocks
5900,91039000,Clock with watch movements
5901,91040000,"Instrument panel clocks and clocks of asimilar type for vechile, aircraft,spacecraft or vessels"
5902,91051100,Electrically operated alarm clocks
5903,91051900,Alarm clocks
5904,91052100,Electrically operated wall clocks
5905,91052900,Wall clocks
5906,91059100,Clocks Electrically operated
5907,91059900,"Clocks, not electrically operated"
5908,91061000,Time-registers: time-recorders
5909,91062000,Parking meters
5910,91069000,Time of day recording appartus
5911,91070000,Time switches with clock or watch movement
5912,91081100,"Watch movements, complete and assembled ,electrically operated,with mechanical display only or with a device to which a mechanical display can be incorporated"
5913,91081200,"Watch movements, complete and assembled ,electrically operated,with opto-electronic display only"
5914,91081900,Electrically operated watch movements
5915,91082000,Electrically operated watch movements withautomatic winding
5916,91089000,"Watch movements, complete and assembled"
5917,91091000,Electrically operated Clock
5918,91091100,Clock movements of electrically operated alarm clocks
5919,91091900,Clock movements of electrically operated clocks
5920,91099000,"Clock movements, complete and assembled"
5921,91101100,"Complete watch movements, unassembled or partly assembled"
5922,91101200,"Incomplete watch movements, assembled"
5923,91101900,Rough watch movements
5924,91109000,"Complete watch or clock movements,  unassembled or partly assembled"
5925,91111000,Watch case of precious metal or of metal clad with precious metal
5926,91112000,"Cases of base metal, whether or not  gold-or silver-plated"
5927,91118000,Watch cases
5928,91119000,Parts of watch cases
5929,91122000,Clock cases
5930,91129000,Parts of clock cases
5931,91131000,Watch straps of  precious metal or of metal clad  with precious metal
5932,91132000,"Watch straps, watch bands and watch bracelets, of base metal, whether or not gold-or silver-plate"
5933,91139000,Watch straps watch bands
5934,91141000,Springs including hair springs of clock or watch
5935,91142000,Jewels
5936,91143000,Dials
5937,91144000,Plates and bridges of clock or watch parts
5938,91149000,Watch  parts
5939,92011000,Upright piaonos
5940,92012000,Gand piaonos
5941,92019000,Harpsi-chords and other key-board stringed instrument
5942,92021000,"String musical instrument, played with a bow"
5943,92029000,String musical instrument
5944,92029200,Parts and accessories for the musical instruments
5945,92030000,"Keyboard pipe organs, harmoniums"
5946,92042000,Mouth organs
5947,92051000,Brass wind instuments
5948,92059000,Wind musical instruments
5949,92060000,Percussion musical instrument
5950,92071000,Keyboard instruments
5951,92079000,Musical instrument the sound of which is produced or must be amplified electrically
5952,92081000,Musical boxes
5953,92089000,Musical instruments
5954,92091000,"Metronomes, tuning forks and pitch pipes"
5955,92092000,Mechanisms for musical boxes
5956,92093000,Musical instruments stringes
5957,92099100,Parts and accessories of pianos
5958,92099200,"Parts and accessories of guitar, violions , harps"
5959,92099300,Parts and accessories for keyboard pipe organs
5960,92099400,"Parts of musical instruments,organs, guitars, accordions"
5961,92099900,Parts of musical instruments
5962,93010000,"Military weapons, other than revolvers, pistol"
5963,93011000,"Artillery weapons (for example, guns, howitzers  and mortars)"
5964,93011100,Self -propelled artillery weapons (guns howitzers and mortars)
5965,93011900,Artilery weapons
5966,93019000,"Military weapons, other than revolvers, pistols and the arms"
5967,93020000,Revolver and pestols
5968,93031000,Muzzle loading firearms
5969,93032000,"Sporting, hunting or target-shooting shotguns"
5970,93033000,"Sporting, hunting or target shooting rifles"
5971,93039000,Firearms and similar devices
5972,93040000,Arms
5973,93051000,Parts of revolvers or pistol
5974,93052000,Parts and accessories of shotguns or rifles
5975,93052100,Shotgun barrels
5976,93052900,Shotgun or riffles
5977,93059000,Parts of shotgun or riffles
5978,93059100,Parts & accessories of millitary weapons of   heading 9301
5979,93059900,Parts and accessories of Military weapons
5980,93061000,Cartidges or riveting or similar tools
5981,93062100,Shotgun cartridges
5982,93062900,Shotgun cartridges and parts thereof
5983,93063000,Cartridges and parts thereof
5984,93069000,Munitions of wars
5985,93069090,Mine detector
5986,93070000,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof"
5987,93071000,1112
5988,94011000,Seats of a kind used for aircraft
5989,94012000,Seats of a kind used for motor vechicle
5990,94013000,Swivel seats with variable height adjustment
5991,94014000,"Seats, other than garden seats or camping equipment, convertible into beds"
5992,94015000,"Seats of cane, osier, bamboo or similar materials"
5993,94015100,Seats of bamboo or rattan
5994,94015900,"Seats of cane, osier"
5995,94016100,Upholstered seats with wooden frames
5996,94016900,"Seats, with wooden frames"
5997,94017100,Upholstered seats with metal fame
5998,94017900,Seats with metal frame
5999,94018000,Seats
6000,94019000,Parts of seats
6001,94021000,Dentists barbers chairs
6002,94029000,"Medical, surgical furniture"
6003,94031000,"Metal furniture, used in office"
6004,94032000,Metal furniture
6005,94033000,Wooden furniture of akind used in office
6006,94034000,Wooden furniture of akind used in kitchen
6007,94035000,Wooden furniture of a kind used in the bedroom
6008,94036000,Wooden furniture
6009,94037000,Plastic furniture
6010,94038000,"Furniture of cane, osier, bamboo"
6011,94038100,Furniture of bamboo or rattan
6012,94038900,Furniture
6013,94039000,Parts of Furnitures
6014,94041000,Mattress supports
6015,94042100,Mattresses of cellular rubber or plastic
6016,94042900,Mattresses
6017,94043000,Sleeping bags
6018,94049000,Articles of bedding and similar furnishing
6019,94051000,Chandeliers and other electric ceiling or wall lighting fittings
6020,94052000,"Electric table, desk, bedside or floor-standing lamps"
6021,94053000,Lighting sets of akind used for chirtmas trees
6022,94054000,Electric lamps and lighting fittings
6023,94055000,Non electrical lamp and lighting fittings
6024,94056000,"Illuminated signs, illuminated name plates"
6025,94059100,Parts of lamps and lighting fittings of glass
6026,94059110,Parts of  non-electic- lamps
6027,94059190,Parts of lamps and lighting fittings of glass
6028,94059210,Parts of non-electric lamps
6029,94059290,Plastics lamps and lighting fittings
6030,94059900,Parts of lamps and lighting fitting
6031,94060000,Prefabricated buildings
6032,94061000,Other prefabricated buildings.
6033,94069000,Other prefabricated buildings
6034,94149000,Parts of smoking pipes
6035,95010000,Wheeled toys designed to be ridden by children
6036,95021000,Dolls
6037,95029100,"Parts and accessories of garment and accessories therefor, footwear and headgear of dools representing only human being"
6038,95029900,Parts and accessories of dolls
6039,95030000,"Tricycles, scooters, pedal cars and similar wheeled toys: dolls carriages: dolls: Other toys: reduced-size (scale) models and similar recreational models, working or not: puzzles of all kinds"
6040,95031000,"Electrical trains, including tracks"
6041,95032000,"Reduced-size (scale) model assembly kits, whether or not working models"
6042,95033000,Construction sets and constructional toys
6043,95034100,"Toys representing animal or non human creatures, stuffed"
6044,95034900,Toys representing animals or non-human creatures
6045,95035000,Toy musical instrument
6046,95036000,Puzzles
6047,95037000,"Toys, putup in sets or outfits"
6048,95038000,Toys and models incorporating a motor
6049,95039000,"Toys, recreational models"
6050,95041000,Video games of a kind used with television receivers
6051,95042000,Articles and accesories of biliard
6052,95043000,Coin or disc operated games
6053,95044000,Playing cards
6054,95045000,Video game consoles and machines
6055,95049000,Articles of funfair
6056,95051000,Articles for Christmas festivities
6057,95059000,Entertainment articles
6058,95061100,Skis
6059,95061200,Skis-fastenings (ski-bindings)
6060,95061900,Snow ski equipment
6061,95062100,Saiolboards
6062,95062900,"Water-skis, surf board etc."
6063,95063100,Golf clubs
6064,95063200,Golf balls
6065,95063900,Golf equipment
6066,95064000,Articles for tabletenis
6067,95065100,Lawn tennis rackets
6068,95065900,Badminton rackets
6069,95066100,Lawn tennis balls
6070,95066200,Inflatable balls
6071,95066900,Balls
6072,95067000,Ice skates and roller skates
6073,95069100,"Equipment for general physical exercise, gymnastic or athletics"
6074,95069900,"Articles and equipment for swimming pools, padding pools"
6075,95071000,Fishing rods
6076,95072000,"Fish hooks, whether or not snelled"
6077,95073000,Fishing reels
6078,95079000,Fishing equipment
6079,95081000,Travelling cricuses and travelling menageries
6080,95089000,"Roundabouts, swings, shooting galleries and other fair ground amusements"
6081,96011000,"Press-fasteners, snap-fasteners and  press-studs and parts therefor"
6082,96019000,"Bone, tortoise shell, horn, antlers coral and articles of these materials"
6083,96020000,Worked vegetable or mineral carving materials and articles of these materials
6084,96031000,Brooms and brushes
6085,96032100,Tooth brushes
6086,96032900,"Shaving brushes, hair  and other toilet brushes"
6087,96033000,Artists brushes
6088,96034000,"Paint, distemper, varnish brushes"
6089,96035000,"Brushes constituting parts of machines, appliances or vehicle"
6090,96039000,Prepared knots and tufts for brooms and brush making
6091,96040000,Hand sieves and hand riddles
6092,96050000,"Travel sets for personal toilet, swing or shoe or clothes cleaning"
6093,96050090,"Travel sets for personal toilet, sewing or shoe or clths cleaning"
6094,96061000,Press fasteners
6095,96062100,Button of plastic not covered with textile materials
6096,96062200,Button of base metal not covered with textile materials
6097,96062900,Buttons
6098,96063000,Button moulds and button parts
6099,96071100,Slide fasteners fitted with chain scoops of base metal
6100,96071900,Slide fasteners
6101,96072000,Parts of slide fasteners
6102,96081000,Ball point pens
6103,96082000,Felt tipped and porous-tipped pens and markers
6104,96082010,Felt tipped and porous-tipped pens and markers
6105,96082090,Marker
6106,96083000,"Fountain pens, stylograph pens and other pens"
6107,96083100,Indian ink drawing pens
6108,96083900,Fountain pens
6109,96084000,Propelling or sliding pencils
6110,96085000,Set of articles
6111,96086000,Refills for ball point pens comprising the ball point and ink reservoir
6112,96089100,Pen nibs and nib points
6113,96089900,Parts of pens
6114,96091000,Pencil and crayons with leads encased in a rigid sheath
6115,96092000,"Pencil leads, black or coloured"
6116,96099000,Writing drawing chalks
6117,96100000,"Slates and boards, with writing or drawing surfaces, whether or not framed"
