Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F
149,Nepal,406,Garlic,5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,36030,,36770,,32720,,34030,,33700,,33643,,41381,,40350.7,,69210.1,,77125.8,,84263.1,,73900,,73900,,74786.8,,75684.2,,73688.3,,72214.5,
149,Nepal,406,Garlic,5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,480.7,,472.2,,429.7,,461.9,,472.2,,462.4,,623.1,,578.4,,892.2,,1052.7,,1138.4,,867.4,,794.7,,750.7,,737.3,,685.7,,691.3,
149,Nepal,720,Ginger,5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,30626,,27333,,28623,,38950,,29980,,50000,,28400,,28541,,56751,,49334,,38064,,19823.3,,34001.3,,46241.8,,43500,,41600,,43780,,44305.4,,44837,,43654.6,,42781.5,
149,Nepal,720,Ginger,5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,30626,,27333,,28623,,38950,,29980,,50000,,28400,,28541,,56751,,49334,,38064,,19823.3,,34001.3,,46241.8,,43500,,41600,,43780,,44305.4,,44837,,43654.6,,42781.5,
149,Nepal,720,Ginger,5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,527.9,,414.3,,419.4,,547.9,,400,,642,,373,,387.4,,795.2,,678.1,,573.1,,284.2,,438.3,,631.2,,587.7,,488.3,,470.8,,444.7,,436.8,,406.2,,409.5,
149,Nepal,1182,"Honey, natural",5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,174648,,177299,,186081,,200994,,190058,,200000,,214000,,228980,,289300,,290000,,279400,,313900,,330848.2,,380475.4,,437546.7,,464648.5,,480446.6,
149,Nepal,1182,"Honey, natural",5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,174648,,177299,,186081,,200994,,190058,,200000,,214000,,228980,,289300,,290000,,279400,,313900,,330848.2,,380475.4,,437546.7,,464648.5,,480446.6,
149,Nepal,1182,"Honey, natural",5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,2330.2,,2276.7,,2443.9,,2728.2,,2663.1,,2748.9,,3222.2,,3282.3,,3729.4,,3958.4,,3774.7,,3684.4,,3557.8,,3819.1,,4262.7,,4323.9,,4598.9,
149,Nepal,780,Jute,5530,Producer Price (LCU/tonne),LCU,,,,,7740,,8970.6,F,10201.2,F,11431.8,F,12662.4,F,13893,F,15123.7,F,16354.3,F,21420,,21420,,22000,,22000,,22000,,21710,,24749,,25328.3,,29785,,32614.5,,29000,,32000,,32000,,36800,,42320,,43964.7,,45470.4,
149,Nepal,780,Jute,5531,Producer Price (SLC/tonne),SLC,,,,,7740,,8970.6,F,10201.2,F,11431.8,F,12662.4,F,13893,F,15123.7,F,16354.3,F,21420,,21420,,22000,,22000,,22000,,21710,,24749,,25328.3,,29785,,32614.5,,29000,,32000,,32000,,36800,,42320,,43964.7,,45470.4,
149,Nepal,780,Jute,5532,Producer Price (USD/tonne),USD,,,,,159.2,,181.6,F,196.6,F,201.6,F,218.3,F,210.6,F,221.6,F,230,F,285.8,,275.1,,288.9,,298.6,,308.3,,298.4,,372.6,,363.1,,384,,445.2,,391.8,,375.6,,344.1,,369.4,,412.3,,409.1,,435.3,
149,Nepal,497,Lemons and limes,5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,11650,,11950,,12005,,13810,,14647,,15250,,16318,,71893.5,,107020.3,,141266.8,,24200,,27700,,28450,,28791.4,,29136.9,,29407.4,,32054.1,
149,Nepal,497,Lemons and limes,5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,11650,,11950,,12005,,13810,,14647,,15250,,16318,,71893.5,,107020.3,,141266.8,,24200,,27700,,28450,,28791.4,,29136.9,,29407.4,,32054.1,
149,Nepal,497,Lemons and limes,5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,155.4,,153.4,,157.7,,187.4,,205.2,,209.6,,245.7,,1030.6,,1379.6,,1928.2,,326.9,,325.1,,305.9,,289,,283.9,,273.7,,306.8,
149,Nepal,201,Lentils,5530,Producer Price (LCU/tonne),LCU,,,10160,,17777.5,F,25395,F,33012.5,F,40630,F,15000,,20000,,20000,,21000,,22000,,37000,,30300,,43040,,44745,,47993,,52278,,68002.4,,101845.8,,101845.8,,73250,,77000.4,,77000,,77924,,78859,,93154.9,,96345.5,
149,Nepal,201,Lentils,5531,Producer Price (SLC/tonne),SLC,,,10160,,17777.5,F,25395,F,33012.5,F,40630,F,15000,,20000,,20000,,21000,,22000,,37000,,30300,,43040,,44745,,47993,,52278,,68002.4,,101845.8,,101845.8,,73250,,77000.4,,77000,,77924,,78859,,93154.9,,96345.5,
149,Nepal,201,Lentils,5532,Producer Price (USD/tonne),USD,,,237.8,,365.7,F,514.1,F,636.2,F,716.7,F,258.6,,303.1,,293.1,,295.4,,293.5,,475.1,,397.9,,584.2,,627,,659.6,,787.1,,974.8,,1312.9,,1390.2,,989.6,,903.8,,828,,782.2,,768.3,,866.9,,922.2,
149,Nepal,333,Linseed,5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,23405,,25906,,30371,,34107,,34584,,37420,,42658,,43656.2,,46000,,52000,,52900,,57500,,59450,,68367.5,,78622.6,,81417.1,,84205.6,
149,Nepal,333,Linseed,5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,23405,,25906,,30371,,34107,,34584,,37420,,42658,,43656.2,,46000,,52000,,52900,,57500,,59450,,68367.5,,78622.6,,81417.1,,84205.6,
149,Nepal,333,Linseed,5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,312.3,,332.7,,398.9,,462.9,,484.6,,514.3,,642.3,,625.8,,593,,709.8,,714.7,,674.9,,639.3,,686.2,,766,,757.6,,806,
149,Nepal,56,Maize,5530,Producer Price (LCU/tonne),LCU,4300,,4373,,5690,,5680,,7080,,8920,,6860,,7010,,7819,,9103,,9089,,9683,,9868,,10839,,9951,,10113,,11529,,13000,,16330,,21170,,21780,,22550,,24000,,25920,,27994,,28844.6,,28807.1,
149,Nepal,56,Maize,5531,Producer Price (SLC/tonne),SLC,4300,,4373,,5690,,5680,,7080,,8920,,6860,,7010,,7819,,9103,,9089,,9683,,9868,,10839,,9951,,10113,,11529,,13000,,16330,,21170,,21780,,22550,,24000,,25920,,27994,,28844.6,,28807.1,
149,Nepal,56,Maize,5532,Producer Price (USD/tonne),USD,115.4,,102.4,,117.1,,115,,136.4,,157.3,,118.3,,106.3,,114.6,,128,,121.3,,124.3,,129.6,,147.1,,139.4,,139,,173.6,,186.3,,210.5,,289,,294.2,,264.7,,258.1,,260.2,,272.7,,268.4,,275.7,
149,Nepal,571,"Mangoes, mangosteens, guavas",5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,26971,,29921,,27692,,28435,,31380,,28387,,30374,,33833.5,,50364.4,,66481,,40400,,27400,,30770,,31139.2,,31512.9,,31805.5,,34668,
149,Nepal,571,"Mangoes, mangosteens, guavas",5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,26971,,29921,,27692,,28435,,31380,,28387,,30374,,33833.5,,50364.4,,66481,,40400,,27400,,30770,,31139.2,,31512.9,,31805.5,,34668,
149,Nepal,571,"Mangoes, mangosteens, guavas",5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,359.9,,384.2,,363.7,,386,,439.7,,390.2,,457.3,,485,,649.2,,907.4,,545.8,,321.6,,330.9,,312.6,,307,,296,,331.8,
149,Nepal,973,"Meat live weight, buffalo",5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,24781,Fc,26560,Fc,27485,Fc,31700,Fc,34725.5,Fc,36745,Fc,37143,Fc,37970,Fc,41340,Fc,41797,Fc,42087.5,Fc,44349,Fc,47468.8,Fc,72566.9,Fc,92500,Fc,102500,Fc,112500,Fc,137500,Fc,138325,Fc,139155,Fc,147774.3,Fc,,
149,Nepal,973,"Meat live weight, buffalo",5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,24781,Fc,26560,Fc,27485,Fc,31700,Fc,34725.5,Fc,36745,Fc,37143,Fc,37970,Fc,41340,Fc,41797,Fc,42087.5,Fc,44349,Fc,47468.8,Fc,72566.9,Fc,92500,Fc,102500,Fc,112500,Fc,137500,Fc,138325,Fc,139155,Fc,147774.3,Fc,,
149,Nepal,973,"Meat live weight, buffalo",5532,Producer Price (USD/tonne),USD,,,,,,,,,,,437.1,Fc,457.9,Fc,416.6,Fc,464.5,Fc,488.4,Fc,490.3,Fc,476.9,Fc,498.7,Fc,561.1,Fc,585.7,Fc,578.5,Fc,667.8,Fc,680.4,Fc,935.5,Fc,1262.6,Fc,1384.8,Fc,1320.5,Fc,1478.6,Fc,1388.4,Fc,1355.7,Fc,1375.2,Fc,,
149,Nepal,1095,"Meat live weight, chicken",5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,85323.3,Fc,94621,Fc,96497,Fc,101809,Fc,104624.1,Fc,100173.7,Fc,101579,Fc,102130.8,Fc,107324.8,Fc,110442.1,Fc,117855.6,Fc,93105.6,Fc,127819.6,Fc,135338.4,Fc,146977.4,Fc,165413.5,Fc,187969.9,Fc,189097.7,Fc,190232.3,Fc,202015.4,Fc,,
149,Nepal,1095,"Meat live weight, chicken",5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,85323.3,Fc,94621,Fc,96497,Fc,101809,Fc,104624.1,Fc,100173.7,Fc,101579,Fc,102130.8,Fc,107324.8,Fc,110442.1,Fc,117855.6,Fc,93105.6,Fc,127819.6,Fc,135338.4,Fc,146977.4,Fc,165413.5,Fc,187969.9,Fc,189097.7,Fc,190232.3,Fc,202015.4,Fc,,
149,Nepal,1095,"Meat live weight, chicken",5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,1470.8,Fc,1434.2,Fc,1414.1,Fc,1432,Fc,1395.9,Fc,1286.3,Fc,1334.1,Fc,1386.3,Fc,1503.8,Fc,1518,Fc,1774.5,Fc,1334.6,Fc,1647.7,Fc,1847.3,Fc,1985.6,Fc,1941.5,Fc,2021.3,Fc,1898.1,Fc,1853.3,Fc,1879.9,Fc,,
149,Nepal,1071,"Meat live weight, duck",5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,76821,Fc,73553.3,Fc,74585.3,Fc,74988,Fc,78803.3,Fc,81094.5,Fc,86771.3,Fc,92896.1,Fc,127819.6,Fc,135338.4,Fc,143187.8,Fc,157899.1,Fc,263308.3,Fc,264887.2,Fc,266477.4,Fc,276833.3,Fc,,
149,Nepal,1071,"Meat live weight, duck",5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,76821,Fc,73553.3,Fc,74585.3,Fc,74988,Fc,78803.3,Fc,81094.5,Fc,86771.3,Fc,92896.1,Fc,127819.6,Fc,135338.4,Fc,143187.8,Fc,157899.1,Fc,263308.3,Fc,264887.2,Fc,266477.4,Fc,276833.3,Fc,,
149,Nepal,1071,"Meat live weight, duck",5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,1025,Fc,944.5,Fc,979.6,Fc,1017.8,Fc,1104.2,Fc,1114.6,Fc,1306.5,Fc,1331.6,Fc,1647.7,Fc,1847.3,Fc,1934.4,Fc,1853.3,Fc,2831.5,Fc,2658.8,Fc,2596.1,Fc,2576.1,Fc,,
149,Nepal,1033,"Meat live weight, goat",5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,60150,Fc,68181.5,Fc,75701.5,Fc,79482,Fc,83765,Fc,88826,Fc,92855,Fc,97320,Fc,100668,Fc,104685.5,Fc,111213,Fc,126263.3,Fc,193022.2,Fc,204533.8,Fc,226039.3,Fc,250945.2,Fc,300445.2,Fc,302248,Fc,304061.3,Fc,322895,Fc,,
149,Nepal,1033,"Meat live weight, goat",5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,60150,Fc,68181.5,Fc,75701.5,Fc,79482,Fc,83765,Fc,88826,Fc,92855,Fc,97320,Fc,100668,Fc,104685.5,Fc,111213,Fc,126263.3,Fc,193022.2,Fc,204533.8,Fc,226039.3,Fc,250945.2,Fc,300445.2,Fc,302248,Fc,304061.3,Fc,322895,Fc,,
149,Nepal,1033,"Meat live weight, goat",5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,1036.9,Fc,1033.4,Fc,1109.4,Fc,1118,Fc,1117.6,Fc,1140.6,Fc,1219.5,Fc,1321,Fc,1410.6,Fc,1438.9,Fc,1674.5,Fc,1809.9,Fc,2488.3,Fc,2791.8,Fc,3053.8,Fc,2945.5,Fc,3230.8,Fc,3033.8,Fc,2962.3,Fc,3004.8,Fc,,
149,Nepal,1056,"Meat live weight, pig",5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,34180,Fc,35154.5,Fc,35227,Fc,36972,Fc,38406,Fc,39083,Fc,41818.5,Fc,54270.7,Fc,70000,Fc,82500,Fc,95161.8,Fc,109436.1,Fc,125851.5,Fc,126605,Fc,127366.3,Fc,135255.4,Fc,,
149,Nepal,1056,"Meat live weight, pig",5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,34180,Fc,35154.5,Fc,35227,Fc,36972,Fc,38406,Fc,39083,Fc,41818.5,Fc,54270.7,Fc,70000,Fc,82500,Fc,95161.8,Fc,109436.1,Fc,125851.5,Fc,126605,Fc,127366.3,Fc,135255.4,Fc,,
149,Nepal,1056,"Meat live weight, pig",5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,456,Fc,451.4,Fc,462.7,Fc,501.8,Fc,538.1,Fc,537.2,Fc,629.7,Fc,777.9,Fc,902.4,Fc,1126.1,Fc,1285.6,Fc,1284.5,Fc,1353.3,Fc,1270.8,Fc,1240.8,Fc,1258.7,Fc,,
149,Nepal,1013,"Meat live weight, sheep",5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,77577,Ce,71301,Fc,75608,Fc,79038,Fc,82839,Fc,85852,Fc,89108,Fc,95345.5,Fc,102050.4,Fc,156007.3,Fc,161927.8,Fc,179249,Fc,209011.3,Fc,209011.3,Fc,210265.5,Fc,211527,Fc,224629.1,Fc,,
149,Nepal,1013,"Meat live weight, sheep",5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,77577,Ce,71301,Fc,75608,Fc,79038,Fc,82839,Fc,85852,Fc,89108,Fc,95345.5,Fc,102050.4,Fc,156007.3,Fc,161927.8,Fc,179249,Fc,209011.3,Fc,209011.3,Fc,210265.5,Fc,211527,Fc,224629.1,Fc,,
149,Nepal,1013,"Meat live weight, sheep",5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,1091.2,Ce,951.3,Fc,970.9,Fc,1038,Fc,1124.4,Fc,1203,Fc,1224.8,Fc,1435.6,Fc,1462.8,Fc,2011.1,Fc,2210.2,Fc,2421.6,Fc,2453.3,Fc,2247.6,Fc,2110.6,Fc,2060.8,Fc,2090.3,Fc,,
149,Nepal,947,"Meat, buffalo",5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,49562,,53120,,54970,,63400,,69451,,73490,,74286,,75940,,82680,,83594,,84175,,88698,,94937.6,,145133.8,,185000,,205000,,225000,,275000,,276650,,278309.9,,295548.5,,313281.4,
149,Nepal,947,"Meat, buffalo",5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,49562,,53120,,54970,,63400,,69451,,73490,,74286,,75940,,82680,,83594,,84175,,88698,,94937.6,,145133.8,,185000,,205000,,225000,,275000,,276650,,278309.9,,295548.5,,313281.4,
149,Nepal,947,"Meat, buffalo",5532,Producer Price (USD/tonne),USD,,,,,,,,,,,874.2,,915.7,,833.2,,929.1,,976.9,,980.5,,953.9,,997.4,,1122.2,,1171.3,,1157,,1335.5,,1360.9,,1870.9,,2525.2,,2769.5,,2640.9,,2957.2,,2776.9,,2711.4,,2750.3,,2998.8,
149,Nepal,1058,"Meat, chicken",5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,113480,,125846,,128341,,135406,,139150,,133231,,135100,,135834,,142742,,146888,,156748,,123830.5,,170000,,180000,,195480,,220000,,250000,,251500,,253009,,268680.5,,268839.8,
149,Nepal,1058,"Meat, chicken",5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,113480,,125846,,128341,,135406,,139150,,133231,,135100,,135834,,142742,,146888,,156748,,123830.5,,170000,,180000,,195480,,220000,,250000,,251500,,253009,,268680.5,,268839.8,
149,Nepal,1058,"Meat, chicken",5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,1956.2,,1907.5,,1880.7,,1904.6,,1856.6,,1710.8,,1774.3,,1843.7,,2000.1,,2018.9,,2360.1,,1775,,2191.5,,2456.9,,2640.9,,2582.3,,2688.4,,2524.5,,2464.9,,2500.3,,2573.4,
149,Nepal,1069,"Meat, duck",5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,102428,,98071,,99447,,99984,,105071,,108126,,115695,,123830.5,,170000,,180000,,303200,,320200,,350200,,352301.2,,354415,,368188.3,,368406.7,
149,Nepal,1069,"Meat, duck",5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,102428,,98071,,99447,,99984,,105071,,108126,,115695,,123830.5,,170000,,180000,,303200,,320200,,350200,,352301.2,,354415,,368188.3,,368406.7,
149,Nepal,1069,"Meat, duck",5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,1366.6,,1259.3,,1306.1,,1357.1,,1472.3,,1486.2,,1742,,1775,,2191.5,,2456.9,,4096.2,,3758.4,,3765.9,,3536.3,,3452.8,,3426.3,,3526.5,
149,Nepal,1017,"Meat, goat",5530,Producer Price (LCU/tonne),LCU,83204,Fc,123912,Fc,139274,Fc,156990,Fc,158936,Fc,141834,Fc,120300,,136363,,151403,,158964,,167530,,177652,,185710,,194640,,201336,,209371,,222426,,252526.6,,386044.5,,409067.6,,452078.6,,501890.4,,600890.4,,604495.7,,608122.7,,645790.1,,684537.5,
149,Nepal,1017,"Meat, goat",5531,Producer Price (SLC/tonne),SLC,83204,Fc,123912,Fc,139274,Fc,156990,Fc,158936,Fc,141834,Fc,120300,,136363,,151403,,158964,,167530,,177652,,185710,,194640,,201336,,209371,,222426,,252526.6,,386044.5,,409067.6,,452078.6,,501890.4,,600890.4,,604495.7,,608122.7,,645790.1,,684537.5,
149,Nepal,1017,"Meat, goat",5532,Producer Price (USD/tonne),USD,2233.4,Fc,2900.7,Fc,2865.3,Fc,3178.1,Fc,3062.9,Fc,2501.8,Fc,2073.8,,2066.9,,2218.7,,2236,,2235.2,,2281.2,,2439,,2641.9,,2821.1,,2877.7,,3349,,3619.8,,4976.5,,5583.6,,6107.5,,5891,,6461.7,,6067.7,,5924.5,,6009.6,,6552.5,
149,Nepal,1035,"Meat, pig",5530,Producer Price (LCU/tonne),LCU,40714,Fc,60632,Fc,68148,Fc,76818,Fc,77770,Fc,69402,Fc,86062,Fc,94206,Fc,104114,Fc,92528,Fc,68360,,70309,,70454,,73944,,76812,,78166,,83637,,108541.4,,140000,,165000,,190323.6,,218872.2,,251703,,253213.2,,254732.5,,270510.8,,287552.9,
149,Nepal,1035,"Meat, pig",5531,Producer Price (SLC/tonne),SLC,40714,Fc,60632,Fc,68148,Fc,76818,Fc,77770,Fc,69402,Fc,86062,Fc,94206,Fc,104114,Fc,92528,Fc,68360,,70309,,70454,,73944,,76812,,78166,,83637,,108541.4,,140000,,165000,,190323.6,,218872.2,,251703,,253213.2,,254732.5,,270510.8,,287552.9,
149,Nepal,1035,"Meat, pig",5532,Producer Price (USD/tonne),USD,1092.8,Fc,1419.4,Fc,1402,Fc,1555.1,Fc,1498.7,Fc,1224.2,Fc,1483.6,Fc,1427.9,Fc,1525.7,Fc,1301.5,Fc,912.1,,902.8,,925.3,,1003.7,,1076.3,,1074.4,,1259.3,,1555.9,,1804.7,,2252.2,,2571.2,,2569,,2706.7,,2541.6,,2481.7,,2517.3,,2752.5,
149,Nepal,977,"Meat, sheep",5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,142602,,151216,,158076,,165678,,171704,,178216,,190691,,204100.7,,312014.5,,323855.5,,358498,,418022.7,,418022.7,,420530.8,,423054,,449258.1,,476213.6,
149,Nepal,977,"Meat, sheep",5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,142602,,151216,,158076,,165678,,171704,,178216,,190691,,204100.7,,312014.5,,323855.5,,358498,,418022.7,,418022.7,,420530.8,,423054,,449258.1,,476213.6,
149,Nepal,977,"Meat, sheep",5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,1902.6,,1941.7,,2076.1,,2248.8,,2405.9,,2449.5,,2871.2,,2925.7,,4022.2,,4420.5,,4843.3,,4906.6,,4495.2,,4221.1,,4121.5,,4180.7,,4558.4,
149,Nepal,951,"Milk, whole fresh buffalo",5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,14886,,16930,,17631,,19338,,20312,,22080,,21754,,21700,,22425,,23020,,25141,,24849,,26597.5,,35000,,36000,,41900,,43000,,48474.1,,48764.9,,49057.5,,53557.5,,56931.6,
149,Nepal,951,"Milk, whole fresh buffalo",5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,14886,,16930,,17631,,19338,,20312,,22080,,21754,,21700,,22425,,23020,,25141,,24849,,26597.5,,35000,,36000,,41900,,43000,,48474.1,,48764.9,,49057.5,,53557.5,,56931.6,
149,Nepal,951,"Milk, whole fresh buffalo",5532,Producer Price (USD/tonne),USD,,,,,,,,,,,262.6,,291.8,,267.2,,283.4,,285.7,,294.6,,279.3,,285,,304.4,,322.6,,345.6,,374.1,,381.3,,451.2,,491.4,,566.1,,504.7,,521.3,,489.5,,477.9,,498.4,,545,
149,Nepal,882,"Milk, whole fresh cow",5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,14886,,16930,,17631,,19338,,20312,,22080,,21754,,21700,,22425,,23020,,25141,,24849,,26597.5,,35000,,36000,,38500,,39900,,45474.1,,45746.9,,46021.4,,50242.9,,56931.6,
149,Nepal,882,"Milk, whole fresh cow",5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,14886,,16930,,17631,,19338,,20312,,22080,,21754,,21700,,22425,,23020,,25141,,24849,,26597.5,,35000,,36000,,38500,,39900,,45474.1,,45746.9,,46021.4,,50242.9,,56931.6,
149,Nepal,882,"Milk, whole fresh cow",5532,Producer Price (USD/tonne),USD,,,,,,,,,,,262.6,,291.8,,267.2,,283.4,,285.7,,294.6,,279.3,,285,,304.4,,322.6,,345.6,,374.1,,381.3,,451.2,,491.4,,520.1,,468.3,,489,,459.2,,448.4,,467.5,,545,
149,Nepal,79,Millet,5530,Producer Price (LCU/tonne),LCU,4280,,4830,,6285,F,6274,F,7820,F,9852,F,10000,,10219,F,11398,F,13270,F,10335,,10652,,10856,,10839,,9951,,10113,,11529,,13014.4,,14397.9,,19341.1,,19529.1,,20429.1,,26900,,29052,,31376,,32330,,32711.5,
149,Nepal,79,Millet,5531,Producer Price (SLC/tonne),SLC,4280,,4830,,6285,F,6274,F,7820,F,9852,F,10000,,10219,F,11398,F,13270,F,10335,,10652,,10856,,10839,,9951,,10113,,11529,,13014.4,,14397.9,,19341.1,,19529.1,,20429.1,,26900,,29052,,31376,,32330,,32711.5,
149,Nepal,79,Millet,5532,Producer Price (USD/tonne),USD,114.9,,113.1,,129.3,F,127,F,150.7,F,173.8,F,172.4,,154.9,F,167,F,186.7,F,137.9,,136.8,,142.6,,147.1,,139.4,,139,,173.6,,186.6,,185.6,,264,,263.8,,239.8,,289.3,,291.6,,305.7,,300.9,,313.1,
149,Nepal,449,Mushrooms and truffles,5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,71897,,72988,,76603,,80398,,76023,,80000,,85600,,,,,,,,,,,,,,,,,,,,,
149,Nepal,449,Mushrooms and truffles,5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,71897,,72988,,76603,,80398,,76023,,80000,,85600,,,,,,,,,,,,,,,,,,,,,
149,Nepal,449,Mushrooms and truffles,5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,959.3,,937.2,,1006.1,,1091.3,,1065.2,,1099.6,,1288.9,,,,,,,,,,,,,,,,,,,,,
149,Nepal,292,Mustard seed,5530,Producer Price (LCU/tonne),LCU,14570,,14840,,17498,F,20156,F,22814,F,25472,,27940.5,F,30409,,31770,,23354,,26020,,36000,,31396,,28726,,35115,,38000,,43320,,52353,,67550,,65890,,68200,,78200,,79340,,91241,,104927.1,,108656.5,,112378,
149,Nepal,292,Mustard seed,5531,Producer Price (SLC/tonne),SLC,14570,,14840,,17498,F,20156,F,22814,F,25472,,27940.5,F,30409,,31770,,23354,,26020,,36000,,31396,,28726,,35115,,38000,,43320,,52353,,67550,,65890,,68200,,78200,,79340,,91241,,104927.1,,108656.5,,112378,
149,Nepal,292,Mustard seed,5532,Producer Price (USD/tonne),USD,391.1,,347.4,,360,F,408,F,439.7,F,449.3,,481.7,F,460.9,,465.6,,328.5,,347.2,,462.3,,412.3,,389.9,,492,,522.3,,652.3,,750.5,,870.8,,899.4,,921.4,,917.9,,853.2,,915.8,,1022.2,,1011.1,,1075.7,
149,Nepal,702,"Nutmeg, mace and cardamoms",5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,81539,,85687,,81124,,88009,,84608,,90000,,110700,,124440.2,F,128097.5,F,164997.7,F,325600,,505200,,625200,,632702.4,,640294.8,,623408.8,,610940.6,
149,Nepal,702,"Nutmeg, mace and cardamoms",5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,81539,,85687,,81124,,88009,,84608,,90000,,110700,,124440.2,F,128097.5,F,164997.7,F,325600,,505200,,625200,,632702.4,,640294.8,,623408.8,,610940.6,
149,Nepal,702,"Nutmeg, mace and cardamoms",5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,1087.9,,1100.3,,1065.4,,1194.6,,1185.5,,1237,,1666.8,,1783.8,F,1651.3,F,2252.1,F,4398.8,,5929.8,,6723.1,,6350.8,,6238,,5801.3,,5848.1,
149,Nepal,339,Oilseeds nes,5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59400,,64800,,66800,,76820,,88343,,91482.9,,94616.2,
149,Nepal,339,Oilseeds nes,5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59400,,64800,,66800,,76820,,88343,,91482.9,,94616.2,
149,Nepal,339,Oilseeds nes,5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.5,,760.6,,718.3,,771.1,,860.7,,851.3,,905.7,
