Price of Sugar - Retail in INR per KG in India

Date,Price
January-1994,13.690000000000001
February-1994,13.64
March-1994,13.85625
April-1994,14.991666666666665
May-1994,15.990909090909092
June-1994,15.940000000000001
July-1994,14.2
August-1994,14.639999999999999
September-1994,14.839285714285714
October-1994,13.916666666666666
November-1994,13.53823529411765
December-1994,13.652941176470588
January-1996,14.256250000000001
February-1996,14.11111111111111
March-1996,14.313888888888888
April-1996,14.377777777777778
May-1996,14.950000000000001
June-1996,14.952941176470588
July-1996,14.836111111111112
August-1996,15.194444444444445
September-1996,15.01388888888889
October-1996,14.805555555555555
November-1996,14.761111111111111
December-1996,14.430555555555555
January-2000,16.491176470588236
February-2000,16.27058823529412
March-2000,16.61388888888889
April-2000,17.041666666666668
May-2000,16.641666666666666
June-2000,16.63529411764706
July-2000,16.58529411764706
August-2000,17.102777777777778
September-2000,16.96611111111111
October-2000,16.808823529411764
November-2000,16.63888888888889
December-2000,16.191176470588236
January-2001,16.180555555555557
February-2001,16.041666666666668
March-2001,16.191666666666666
April-2001,16.570588235294117
May-2001,16.66764705882353
June-2001,16.072499999999998
July-2001,16.03
August-2001,15.9675
September-2001,16.165
October-2001,16.24
November-2001,16.04
December-2001,16.025
January-2002,16.144117647058827
February-2002,16.029411764705884
March-2002,16.125
April-2002,16.16176470588235
May-2002,16.33823529411765
June-2002,16.147058823529413
July-2002,16
August-2002,16.105882352941176
September-2002,15.73611111111111
October-2002,15.552941176470586
November-2002,15.258823529411764
December-2002,14.902777777777779
January-2003,14.738888888888887
February-2003,14.705882352941176
March-2003,14.516666666666667
April-2003,14.516666666666667
May-2003,14.680555555555555
June-2003,14.947222222222223
July-2003,15.366666666666667
August-2003,15.927777777777777
September-2003,15.944444444444445
October-2003,16.158823529411762
November-2003,15.997222222222222
December-2003,15.76388888888889
January-2004,15.641666666666667
February-2004,16.755555555555556
March-2004,16.35
April-2004,17.291666666666668
May-2004,17.51388888888889
June-2004,17.47222222222222
July-2004,17.541666666666668
August-2004,17.944444444444443
September-2004,17.98888888888889
October-2004,18.08888888888889
November-2004,17.950000000000003
December-2004,18.48888888888889
January-2005,19.87777777777778
February-2005,19.72222222222222
March-2005,19.76111111111111
April-2005,19.519444444444446
May-2005,19.494444444444444
June-2005,19.444444444444443
July-2005,19.805555555555557
August-2005,19.944444444444443
September-2005,19.77777777777778
October-2005,19.83888888888889
November-2005,19.880555555555556
December-2005,19.875
January-2006,20.641666666666666
February-2006,21.47222222222222
March-2006,21.13888888888889
April-2006,21.27777777777778
May-2006,21.555555555555557
June-2006,21.47222222222222
July-2006,21.22222222222222
August-2006,21.055555555555557
September-2006,20.805555555555557
October-2006,20.569444444444443
November-2006,20.444444444444443
December-2006,19.944444444444443
January-2007,19.305555555555557
February-2007,17.77777777777778
March-2007,17.555555555555557
April-2007,16.916666666666668
May-2007,16.72222222222222
June-2007,16.676470588235293
July-2007,16.11764705882353
August-2007,16.058823529411764
September-2007,16.029411764705884
October-2007,16.205882352941178
November-2007,16.323529411764707
December-2007,16.235294117647058
January-2008,16.476470588235294
February-2008,16.594117647058823
March-2008,17.38235294117647
April-2008,17.36764705882353
May-2008,17.147058823529413
June-2008,17.205882352941178
July-2008,17.764705882352942
August-2008,20.323529411764707
September-2008,20.25
October-2008,20.352941176470587
November-2008,20.323529411764707
December-2008,20.764705882352942
January-2009,21.764705882352942
February-2009,23.08823529411765
March-2009,23.235294117647058
April-2009,25.558823529411764
May-2009,26.264705882352942
June-2009,26.12962962962963
July-2009,26.88888888888889
August-2009,31.09259259259259
September-2009,31.38888888888889
October-2009,32.111111111111114
November-2009,34.648148148148145
December-2009,35.03703703703704
January-2010,39.55769230769231
February-2010,35.21875
March-2010,36.523809523809526
April-2010,31.813043478260873
May-2010,32.385416666666664
June-2010,30.64074074074074
July-2010,31.25
August-2010,29.928571428571427
September-2010,29.924324324324324
October-2010,30.261363636363637
November-2010,32.36904761904762
December-2010,33.46666666666667
January-2011,32.99523809523809
February-2011,32.32186046511628
March-2011,32.05952380952381
April-2011,32.06883720930233
May-2011,32.00276595744682
June-2011,31.827234042553194
July-2011,31.939090909090908
August-2011,31.80604651162791
September-2011,31.785744680851064
October-2011,32.22666666666667
November-2011,33.57124999999999
December-2011,34.17608695652175
January-2012,33.2025
February-2012,32.347500000000004
March-2012,32.1725
April-2012,33.02645833333333
May-2012,33.403749999999995
June-2012,33.563599999999994
July-2012,35.244705882352946
August-2012,39.08294117647059
September-2012,39.33740000000001
October-2012,39.83745098039217
November-2012,39.865098039215695
December-2012,39.472
January-2013,38.3592156862745
February-2013,37.64529411764706
March-2013,37.2502
April-2013,36.7636
May-2013,36.624599999999994
June-2013,36.55372549019608
July-2013,36.337999999999994
August-2013,36.2398
September-2013,36.16020408163265
October-2013,35.92117647058823
November-2013,35.57576923076924
December-2013,35.33096153846154
January-2014,34.834999999999994
February-2014,34.303921568627445
March-2014,34.54807692307693
April-2014,35.73117647058823
May-2014,36.383725490196085
June-2014,36.24901960784314
July-2014,36.8126
August-2014,36.6854
September-2014,36.4962
October-2014,36.15102040816327
November-2014,35.9794
December-2014,35.3252
January-2015,34.358070175438584
February-2015,33.95087719298246
March-2015,33.19298245614035
April-2015,32.2005172413793
May-2015,31.692586206896554
June-2015,31.041724137931034
July-2015,29.91965517241379
August-2015,29.742586206896547
September-2015,30.419310344827576
October-2015,31.17157894736843
November-2015,31.838070175438602
December-2015,32.10824561403509
January-2016,33.947241379310356
February-2016,34.61275862068966
March-2016,35.497758620689645
April-2016,38.313620689655174
