Price of Wheat - Retail in INR per KG in India

Date,Price
November-2012,19.203488372093023
December-2012,19.614761904761902
January-2013,19.808809523809526
February-2013,20.214390243902436
March-2013,20.2415
April-2013,19.977749999999997
May-2013,19.752
June-2013,20.1990243902439
July-2013,20.595499999999998
August-2013,20.75075
September-2013,20.8515
October-2013,20.93357142857143
November-2013,21.21046511627907
December-2013,21.593023255813954
January-2014,21.771860465116276
February-2014,21.825813953488368
March-2014,21.78511627906977
April-2014,21.422272727272727
May-2014,21.302558139534884
June-2014,21.21558139534884
July-2014,21.22904761904762
August-2014,21.441428571428574
September-2014,21.480476190476196
October-2014,21.5890243902439
November-2014,21.695714285714285
December-2014,21.550238095238097
January-2015,21.75979591836734
February-2015,21.927551020408163
March-2015,21.839591836734694
April-2015,21.712
May-2015,21.654799999999994
June-2015,21.638999999999996
July-2015,21.572000000000003
August-2015,21.636999999999997
September-2015,21.7932
October-2015,21.962040816326528
November-2015,22.19408163265306
December-2015,22.25816326530612
January-2016,22.41
February-2016,22.6488
March-2016,22.570199999999996
April-2016,22.397
May-2016,22.6114
June-2016,22.699803921568638
July-2016,22.900392156862747
August-2016,22.961800000000004
September-2016,23.176200000000005
October-2016,23.3296
November-2016,24.1361224489796
December-2016,24.736799999999995
January-2017,24.903800000000004
February-2017,24.777708333333333
March-2017,24.596666666666664
April-2017,24.029591836734696
May-2017,23.803124999999998
June-2017,23.962127659574463
July-2017,23.987551020408162
August-2017,23.99816326530612
September-2017,24.091800000000003
October-2017,24.132400000000004
December-2017,24.415306122448982
January-2018,24.406326530612247
February-2018,24.399000000000004
March-2018,24.3669387755102
April-2018,24.28612244897959
May-2018,24.40510204081632
June-2018,24.543000000000006
July-2018,24.533673469387754
August-2018,24.976599999999994
September-2018,25.066599999999998
October-2018,25.50979591836735
November-2018,25.77489795918368
December-2018,29.490000000000002
January-2019,26.43472727272728
February-2019,30.615000000000002
March-2019,30.072500000000005
April-2019,27.2175
May-2019,27.0375
June-2019,26.33388888888889
